period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit,seasonal_adjustment
2022-08-18,2022-08-18,day,K02000001,United Kingdom,92.88,Social UK spending on credit and debit cards,number,NSA
2022-08-19,2022-08-19,day,K02000001,United Kingdom,91.43,Social UK spending on credit and debit cards,number,NSA
2022-08-22,2022-08-22,day,K02000001,United Kingdom,93.50,Social UK spending on credit and debit cards,number,NSA
2022-08-23,2022-08-23,day,K02000001,United Kingdom,94.19,Social UK spending on credit and debit cards,number,NSA
2022-08-24,2022-08-24,day,K02000001,United Kingdom,94.62,Social UK spending on credit and debit cards,number,NSA
2022-08-25,2022-08-25,day,K02000001,United Kingdom,93.52,Social UK spending on credit and debit cards,number,NSA
2022-08-26,2022-08-26,day,K02000001,United Kingdom,95.19,Social UK spending on credit and debit cards,number,NSA
2022-08-30,2022-08-30,day,K02000001,United Kingdom,77.73,Social UK spending on credit and debit cards,number,NSA
2022-08-31,2022-08-31,day,K02000001,United Kingdom,95.42,Social UK spending on credit and debit cards,number,NSA
2022-09-01,2022-09-01,day,K02000001,United Kingdom,96.08,Social UK spending on credit and debit cards,number,NSA
2022-09-02,2022-09-02,day,K02000001,United Kingdom,96.59,Social UK spending on credit and debit cards,number,NSA
2022-09-05,2022-09-05,day,K02000001,United Kingdom,89.91,Social UK spending on credit and debit cards,number,NSA
2022-09-06,2022-09-06,day,K02000001,United Kingdom,114.19,Social UK spending on credit and debit cards,number,NSA
2022-09-07,2022-09-07,day,K02000001,United Kingdom,96.79,Social UK spending on credit and debit cards,number,NSA
2022-09-08,2022-09-08,day,K02000001,United Kingdom,95.66,Social UK spending on credit and debit cards,number,NSA
2022-09-09,2022-09-09,day,K02000001,United Kingdom,94.97,Social UK spending on credit and debit cards,number,NSA
2022-09-12,2022-09-12,day,K02000001,United Kingdom,94.10,Social UK spending on credit and debit cards,number,NSA
2022-09-13,2022-09-13,day,K02000001,United Kingdom,94.47,Social UK spending on credit and debit cards,number,NSA
2022-09-14,2022-09-14,day,K02000001,United Kingdom,93.91,Social UK spending on credit and debit cards,number,NSA
2022-09-15,2022-09-15,day,K02000001,United Kingdom,94.36,Social UK spending on credit and debit cards,number,NSA
2022-09-16,2022-09-16,day,K02000001,United Kingdom,94.07,Social UK spending on credit and debit cards,number,NSA
2022-09-20,2022-09-20,day,K02000001,United Kingdom,75.10,Social UK spending on credit and debit cards,number,NSA
2022-09-21,2022-09-21,day,K02000001,United Kingdom,94.60,Social UK spending on credit and debit cards,number,NSA
2022-09-22,2022-09-22,day,K02000001,United Kingdom,94.45,Social UK spending on credit and debit cards,number,NSA
2022-09-23,2022-09-23,day,K02000001,United Kingdom,94.59,Social UK spending on credit and debit cards,number,NSA
2022-09-26,2022-09-26,day,K02000001,United Kingdom,88.56,Social UK spending on credit and debit cards,number,NSA
2022-09-27,2022-09-27,day,K02000001,United Kingdom,114.59,Social UK spending on credit and debit cards,number,NSA
2022-09-28,2022-09-28,day,K02000001,United Kingdom,95.14,Social UK spending on credit and debit cards,number,NSA
2022-09-29,2022-09-29,day,K02000001,United Kingdom,95.80,Social UK spending on credit and debit cards,number,NSA
2022-09-30,2022-09-30,day,K02000001,United Kingdom,96.59,Social UK spending on credit and debit cards,number,NSA
2022-10-03,2022-10-03,day,K02000001,United Kingdom,98.74,Social UK spending on credit and debit cards,number,NSA
2022-10-04,2022-10-04,day,K02000001,United Kingdom,101.11,Social UK spending on credit and debit cards,number,NSA
2022-10-05,2022-10-05,day,K02000001,United Kingdom,101.57,Social UK spending on credit and debit cards,number,NSA
2022-10-06,2022-10-06,day,K02000001,United Kingdom,101.41,Social UK spending on credit and debit cards,number,NSA
2022-10-07,2022-10-07,day,K02000001,United Kingdom,102.42,Social UK spending on credit and debit cards,number,NSA
2022-10-10,2022-10-10,day,K02000001,United Kingdom,104.71,Social UK spending on credit and debit cards,number,NSA
2022-10-11,2022-10-11,day,K02000001,United Kingdom,104.63,Social UK spending on credit and debit cards,number,NSA
2022-10-12,2022-10-12,day,K02000001,United Kingdom,104.35,Social UK spending on credit and debit cards,number,NSA
2022-10-13,2022-10-13,day,K02000001,United Kingdom,104.75,Social UK spending on credit and debit cards,number,NSA
2022-10-14,2022-10-14,day,K02000001,United Kingdom,103.07,Social UK spending on credit and debit cards,number,NSA
2022-10-17,2022-10-17,day,K02000001,United Kingdom,99.21,Social UK spending on credit and debit cards,number,NSA
2022-10-18,2022-10-18,day,K02000001,United Kingdom,98.56,Social UK spending on credit and debit cards,number,NSA
2022-10-19,2022-10-19,day,K02000001,United Kingdom,98.52,Social UK spending on credit and debit cards,number,NSA
2022-10-20,2022-10-20,day,K02000001,United Kingdom,97.66,Social UK spending on credit and debit cards,number,NSA
2022-10-21,2022-10-21,day,K02000001,United Kingdom,98.14,Social UK spending on credit and debit cards,number,NSA
2022-10-24,2022-10-24,day,K02000001,United Kingdom,97.02,Social UK spending on credit and debit cards,number,NSA
2022-10-25,2022-10-25,day,K02000001,United Kingdom,95.04,Social UK spending on credit and debit cards,number,NSA
2022-10-26,2022-10-26,day,K02000001,United Kingdom,95.99,Social UK spending on credit and debit cards,number,NSA
2022-10-27,2022-10-27,day,K02000001,United Kingdom,96.80,Social UK spending on credit and debit cards,number,NSA
2022-10-28,2022-10-28,day,K02000001,United Kingdom,96.87,Social UK spending on credit and debit cards,number,NSA
2022-10-31,2022-10-31,day,K02000001,United Kingdom,98.12,Social UK spending on credit and debit cards,number,NSA
2022-11-01,2022-11-01,day,K02000001,United Kingdom,99.98,Social UK spending on credit and debit cards,number,NSA
2022-11-02,2022-11-02,day,K02000001,United Kingdom,99.98,Social UK spending on credit and debit cards,number,NSA
2022-11-03,2022-11-03,day,K02000001,United Kingdom,100.20,Social UK spending on credit and debit cards,number,NSA
2022-11-04,2022-11-04,day,K02000001,United Kingdom,100.52,Social UK spending on credit and debit cards,number,NSA
2022-11-07,2022-11-07,day,K02000001,United Kingdom,98.28,Social UK spending on credit and debit cards,number,NSA
2022-11-08,2022-11-08,day,K02000001,United Kingdom,98.93,Social UK spending on credit and debit cards,number,NSA
2022-11-09,2022-11-09,day,K02000001,United Kingdom,98.67,Social UK spending on credit and debit cards,number,NSA
2022-11-10,2022-11-10,day,K02000001,United Kingdom,97.80,Social UK spending on credit and debit cards,number,NSA
2022-11-11,2022-11-11,day,K02000001,United Kingdom,97.00,Social UK spending on credit and debit cards,number,NSA
2022-11-14,2022-11-14,day,K02000001,United Kingdom,98.08,Social UK spending on credit and debit cards,number,NSA
2022-11-15,2022-11-15,day,K02000001,United Kingdom,97.08,Social UK spending on credit and debit cards,number,NSA
2022-11-16,2022-11-16,day,K02000001,United Kingdom,95.89,Social UK spending on credit and debit cards,number,NSA
2022-11-17,2022-11-17,day,K02000001,United Kingdom,95.62,Social UK spending on credit and debit cards,number,NSA
2022-11-18,2022-11-18,day,K02000001,United Kingdom,94.90,Social UK spending on credit and debit cards,number,NSA
2022-11-21,2022-11-21,day,K02000001,United Kingdom,93.73,Social UK spending on credit and debit cards,number,NSA
2022-11-22,2022-11-22,day,K02000001,United Kingdom,94.19,Social UK spending on credit and debit cards,number,NSA
2022-11-23,2022-11-23,day,K02000001,United Kingdom,94.40,Social UK spending on credit and debit cards,number,NSA
2022-11-24,2022-11-24,day,K02000001,United Kingdom,94.45,Social UK spending on credit and debit cards,number,NSA
2022-11-25,2022-11-25,day,K02000001,United Kingdom,94.70,Social UK spending on credit and debit cards,number,NSA
2022-11-28,2022-11-28,day,K02000001,United Kingdom,96.45,Social UK spending on credit and debit cards,number,NSA
2022-11-29,2022-11-29,day,K02000001,United Kingdom,97.34,Social UK spending on credit and debit cards,number,NSA
2022-11-30,2022-11-30,day,K02000001,United Kingdom,98.26,Social UK spending on credit and debit cards,number,NSA
2022-12-01,2022-12-01,day,K02000001,United Kingdom,99.42,Social UK spending on credit and debit cards,number,NSA
2022-12-02,2022-12-02,day,K02000001,United Kingdom,100.46,Social UK spending on credit and debit cards,number,NSA
2022-12-05,2022-12-05,day,K02000001,United Kingdom,100.64,Social UK spending on credit and debit cards,number,NSA
2022-12-06,2022-12-06,day,K02000001,United Kingdom,100.79,Social UK spending on credit and debit cards,number,NSA
2022-12-07,2022-12-07,day,K02000001,United Kingdom,100.47,Social UK spending on credit and debit cards,number,NSA
2022-12-08,2022-12-08,day,K02000001,United Kingdom,99.59,Social UK spending on credit and debit cards,number,NSA
2022-12-09,2022-12-09,day,K02000001,United Kingdom,99.04,Social UK spending on credit and debit cards,number,NSA
2022-12-12,2022-12-12,day,K02000001,United Kingdom,97.59,Social UK spending on credit and debit cards,number,NSA
2022-12-13,2022-12-13,day,K02000001,United Kingdom,96.29,Social UK spending on credit and debit cards,number,NSA
2022-12-14,2022-12-14,day,K02000001,United Kingdom,95.22,Social UK spending on credit and debit cards,number,NSA
2022-12-15,2022-12-15,day,K02000001,United Kingdom,94.69,Social UK spending on credit and debit cards,number,NSA
2022-12-16,2022-12-16,day,K02000001,United Kingdom,94.36,Social UK spending on credit and debit cards,number,NSA
2022-12-19,2022-12-19,day,K02000001,United Kingdom,92.89,Social UK spending on credit and debit cards,number,NSA
2022-12-20,2022-12-20,day,K02000001,United Kingdom,92.65,Social UK spending on credit and debit cards,number,NSA
2022-12-21,2022-12-21,day,K02000001,United Kingdom,92.69,Social UK spending on credit and debit cards,number,NSA
2022-12-22,2022-12-22,day,K02000001,United Kingdom,92.87,Social UK spending on credit and debit cards,number,NSA
2022-12-23,2022-12-23,day,K02000001,United Kingdom,93.18,Social UK spending on credit and debit cards,number,NSA
2022-12-28,2022-12-28,day,K02000001,United Kingdom,63.23,Social UK spending on credit and debit cards,number,NSA
2022-12-29,2022-12-29,day,K02000001,United Kingdom,78.26,Social UK spending on credit and debit cards,number,NSA
2022-12-30,2022-12-30,day,K02000001,United Kingdom,78.10,Social UK spending on credit and debit cards,number,NSA
2023-01-03,2023-01-03,day,K02000001,United Kingdom,72.63,Social UK spending on credit and debit cards,number,NSA
2023-01-04,2023-01-04,day,K02000001,United Kingdom,105.41,Social UK spending on credit and debit cards,number,NSA
2023-01-05,2023-01-05,day,K02000001,United Kingdom,90.18,Social UK spending on credit and debit cards,number,NSA
2023-01-06,2023-01-06,day,K02000001,United Kingdom,88.98,Social UK spending on credit and debit cards,number,NSA
2023-01-09,2023-01-09,day,K02000001,United Kingdom,83.11,Social UK spending on credit and debit cards,number,NSA
2023-01-10,2023-01-10,day,K02000001,United Kingdom,108.42,Social UK spending on credit and debit cards,number,NSA
2023-01-11,2023-01-11,day,K02000001,United Kingdom,91.78,Social UK spending on credit and debit cards,number,NSA
2023-01-12,2023-01-12,day,K02000001,United Kingdom,92.74,Social UK spending on credit and debit cards,number,NSA
2023-01-13,2023-01-13,day,K02000001,United Kingdom,93.99,Social UK spending on credit and debit cards,number,NSA
2023-01-16,2023-01-16,day,K02000001,United Kingdom,96.27,Social UK spending on credit and debit cards,number,NSA
2023-01-17,2023-01-17,day,K02000001,United Kingdom,97.73,Social UK spending on credit and debit cards,number,NSA
2023-01-18,2023-01-18,day,K02000001,United Kingdom,97.37,Social UK spending on credit and debit cards,number,NSA
2023-01-19,2023-01-19,day,K02000001,United Kingdom,97.05,Social UK spending on credit and debit cards,number,NSA
2023-01-20,2023-01-20,day,K02000001,United Kingdom,96.87,Social UK spending on credit and debit cards,number,NSA
2023-01-23,2023-01-23,day,K02000001,United Kingdom,96.98,Social UK spending on credit and debit cards,number,NSA
2023-01-24,2023-01-24,day,K02000001,United Kingdom,97.26,Social UK spending on credit and debit cards,number,NSA
2023-01-25,2023-01-25,day,K02000001,United Kingdom,97.44,Social UK spending on credit and debit cards,number,NSA
2023-01-26,2023-01-26,day,K02000001,United Kingdom,97.76,Social UK spending on credit and debit cards,number,NSA
2023-01-27,2023-01-27,day,K02000001,United Kingdom,98.38,Social UK spending on credit and debit cards,number,NSA
2023-01-30,2023-01-30,day,K02000001,United Kingdom,100.66,Social UK spending on credit and debit cards,number,NSA
2023-01-31,2023-01-31,day,K02000001,United Kingdom,101.67,Social UK spending on credit and debit cards,number,NSA
2023-02-01,2023-02-01,day,K02000001,United Kingdom,102.19,Social UK spending on credit and debit cards,number,NSA
2023-02-02,2023-02-02,day,K02000001,United Kingdom,102.86,Social UK spending on credit and debit cards,number,NSA
2023-02-03,2023-02-03,day,K02000001,United Kingdom,103.29,Social UK spending on credit and debit cards,number,NSA
2023-02-06,2023-02-06,day,K02000001,United Kingdom,103.23,Social UK spending on credit and debit cards,number,NSA
2023-02-07,2023-02-07,day,K02000001,United Kingdom,102.67,Social UK spending on credit and debit cards,number,NSA
2023-02-08,2023-02-08,day,K02000001,United Kingdom,102.03,Social UK spending on credit and debit cards,number,NSA
2023-02-09,2023-02-09,day,K02000001,United Kingdom,101.24,Social UK spending on credit and debit cards,number,NSA
2023-02-10,2023-02-10,day,K02000001,United Kingdom,100.33,Social UK spending on credit and debit cards,number,NSA
2023-02-13,2023-02-13,day,K02000001,United Kingdom,98.58,Social UK spending on credit and debit cards,number,NSA
2023-02-14,2023-02-14,day,K02000001,United Kingdom,96.49,Social UK spending on credit and debit cards,number,NSA
2023-02-15,2023-02-15,day,K02000001,United Kingdom,94.55,Social UK spending on credit and debit cards,number,NSA
2023-02-16,2023-02-16,day,K02000001,United Kingdom,95.69,Social UK spending on credit and debit cards,number,NSA
2023-02-17,2023-02-17,day,K02000001,United Kingdom,100.99,Social UK spending on credit and debit cards,number,NSA
2023-02-20,2023-02-20,day,K02000001,United Kingdom,100.72,Social UK spending on credit and debit cards,number,NSA
2023-02-21,2023-02-21,day,K02000001,United Kingdom,101.47,Social UK spending on credit and debit cards,number,NSA
2023-02-22,2023-02-22,day,K02000001,United Kingdom,103.50,Social UK spending on credit and debit cards,number,NSA
2023-02-23,2023-02-23,day,K02000001,United Kingdom,102.34,Social UK spending on credit and debit cards,number,NSA
2023-02-24,2023-02-24,day,K02000001,United Kingdom,96.06,Social UK spending on credit and debit cards,number,NSA
2023-02-27,2023-02-27,day,K02000001,United Kingdom,97.45,Social UK spending on credit and debit cards,number,NSA
2023-02-28,2023-02-28,day,K02000001,United Kingdom,98.63,Social UK spending on credit and debit cards,number,NSA
2023-03-01,2023-03-01,day,K02000001,United Kingdom,101.59,Social UK spending on credit and debit cards,number,NSA
2023-03-02,2023-03-02,day,K02000001,United Kingdom,102.91,Social UK spending on credit and debit cards,number,NSA
2023-03-03,2023-03-03,day,K02000001,United Kingdom,105.24,Social UK spending on credit and debit cards,number,NSA
2023-03-06,2023-03-06,day,K02000001,United Kingdom,107.97,Social UK spending on credit and debit cards,number,NSA
2023-03-07,2023-03-07,day,K02000001,United Kingdom,108.56,Social UK spending on credit and debit cards,number,NSA
2023-03-08,2023-03-08,day,K02000001,United Kingdom,106.15,Social UK spending on credit and debit cards,number,NSA
2023-03-09,2023-03-09,day,K02000001,United Kingdom,106.59,Social UK spending on credit and debit cards,number,NSA
2023-03-10,2023-03-10,day,K02000001,United Kingdom,106.78,Social UK spending on credit and debit cards,number,NSA
2023-03-13,2023-03-13,day,K02000001,United Kingdom,107.32,Social UK spending on credit and debit cards,number,NSA
2023-03-14,2023-03-14,day,K02000001,United Kingdom,107.48,Social UK spending on credit and debit cards,number,NSA
2023-03-15,2023-03-15,day,K02000001,United Kingdom,108.19,Social UK spending on credit and debit cards,number,NSA
2023-03-16,2023-03-16,day,K02000001,United Kingdom,108.20,Social UK spending on credit and debit cards,number,NSA
2023-03-17,2023-03-17,day,K02000001,United Kingdom,108.11,Social UK spending on credit and debit cards,number,NSA
2023-03-20,2023-03-20,day,K02000001,United Kingdom,107.43,Social UK spending on credit and debit cards,number,NSA
2023-03-21,2023-03-21,day,K02000001,United Kingdom,106.50,Social UK spending on credit and debit cards,number,NSA
2023-03-22,2023-03-22,day,K02000001,United Kingdom,105.33,Social UK spending on credit and debit cards,number,NSA
2023-03-23,2023-03-23,day,K02000001,United Kingdom,103.66,Social UK spending on credit and debit cards,number,NSA
2023-03-24,2023-03-24,day,K02000001,United Kingdom,103.08,Social UK spending on credit and debit cards,number,NSA
2023-03-27,2023-03-27,day,K02000001,United Kingdom,101.10,Social UK spending on credit and debit cards,number,NSA
2023-03-28,2023-03-28,day,K02000001,United Kingdom,101.86,Social UK spending on credit and debit cards,number,NSA
2023-03-29,2023-03-29,day,K02000001,United Kingdom,102.65,Social UK spending on credit and debit cards,number,NSA
2023-03-30,2023-03-30,day,K02000001,United Kingdom,103.43,Social UK spending on credit and debit cards,number,NSA
2023-03-31,2023-03-31,day,K02000001,United Kingdom,103.37,Social UK spending on credit and debit cards,number,NSA
2023-04-03,2023-04-03,day,K02000001,United Kingdom,106.24,Social UK spending on credit and debit cards,number,NSA
2023-04-04,2023-04-04,day,K02000001,United Kingdom,105.95,Social UK spending on credit and debit cards,number,NSA
2023-04-05,2023-04-05,day,K02000001,United Kingdom,105.96,Social UK spending on credit and debit cards,number,NSA
2023-04-06,2023-04-06,day,K02000001,United Kingdom,106.13,Social UK spending on credit and debit cards,number,NSA
2023-04-11,2023-04-11,day,K02000001,United Kingdom,78.18,Social UK spending on credit and debit cards,number,NSA
2023-04-12,2023-04-12,day,K02000001,United Kingdom,99.77,Social UK spending on credit and debit cards,number,NSA
2023-04-13,2023-04-13,day,K02000001,United Kingdom,99.55,Social UK spending on credit and debit cards,number,NSA
2023-04-14,2023-04-14,day,K02000001,United Kingdom,99.23,Social UK spending on credit and debit cards,number,NSA
2023-04-17,2023-04-17,day,K02000001,United Kingdom,95.15,Social UK spending on credit and debit cards,number,NSA
2023-04-18,2023-04-18,day,K02000001,United Kingdom,124.91,Social UK spending on credit and debit cards,number,NSA
2023-04-19,2023-04-19,day,K02000001,United Kingdom,103.19,Social UK spending on credit and debit cards,number,NSA
2023-04-20,2023-04-20,day,K02000001,United Kingdom,102.74,Social UK spending on credit and debit cards,number,NSA
2023-04-21,2023-04-21,day,K02000001,United Kingdom,102.93,Social UK spending on credit and debit cards,number,NSA
2023-04-24,2023-04-24,day,K02000001,United Kingdom,102.51,Social UK spending on credit and debit cards,number,NSA
2023-04-25,2023-04-25,day,K02000001,United Kingdom,104.43,Social UK spending on credit and debit cards,number,NSA
2023-04-26,2023-04-26,day,K02000001,United Kingdom,105.23,Social UK spending on credit and debit cards,number,NSA
2023-04-27,2023-04-27,day,K02000001,United Kingdom,106.66,Social UK spending on credit and debit cards,number,NSA
2023-04-28,2023-04-28,day,K02000001,United Kingdom,108.21,Social UK spending on credit and debit cards,number,NSA
2023-05-02,2023-05-02,day,K02000001,United Kingdom,93.22,Social UK spending on credit and debit cards,number,NSA
2023-05-03,2023-05-03,day,K02000001,United Kingdom,115.59,Social UK spending on credit and debit cards,number,NSA
2023-05-04,2023-05-04,day,K02000001,United Kingdom,115.15,Social UK spending on credit and debit cards,number,NSA
2023-05-05,2023-05-05,day,K02000001,United Kingdom,114.26,Social UK spending on credit and debit cards,number,NSA
2023-05-09,2023-05-09,day,K02000001,United Kingdom,109.75,Social UK spending on credit and debit cards,number,NSA
2023-05-10,2023-05-10,day,K02000001,United Kingdom,107.39,Social UK spending on credit and debit cards,number,NSA
2023-05-11,2023-05-11,day,K02000001,United Kingdom,107.33,Social UK spending on credit and debit cards,number,NSA
2023-05-12,2023-05-12,day,K02000001,United Kingdom,106.85,Social UK spending on credit and debit cards,number,NSA
2023-05-15,2023-05-15,day,K02000001,United Kingdom,98.74,Social UK spending on credit and debit cards,number,NSA
2023-05-16,2023-05-16,day,K02000001,United Kingdom,124.48,Social UK spending on credit and debit cards,number,NSA
2023-05-17,2023-05-17,day,K02000001,United Kingdom,103.94,Social UK spending on credit and debit cards,number,NSA
2023-05-18,2023-05-18,day,K02000001,United Kingdom,103.45,Social UK spending on credit and debit cards,number,NSA
2023-05-19,2023-05-19,day,K02000001,United Kingdom,103.68,Social UK spending on credit and debit cards,number,NSA
2023-05-22,2023-05-22,day,K02000001,United Kingdom,103.89,Social UK spending on credit and debit cards,number,NSA
2023-05-23,2023-05-23,day,K02000001,United Kingdom,103.53,Social UK spending on credit and debit cards,number,NSA
2023-05-24,2023-05-24,day,K02000001,United Kingdom,103.30,Social UK spending on credit and debit cards,number,NSA
2023-05-25,2023-05-25,day,K02000001,United Kingdom,103.12,Social UK spending on credit and debit cards,number,NSA
2023-05-26,2023-05-26,day,K02000001,United Kingdom,103.20,Social UK spending on credit and debit cards,number,NSA
2023-05-30,2023-05-30,day,K02000001,United Kingdom,85.93,Social UK spending on credit and debit cards,number,NSA
2023-05-31,2023-05-31,day,K02000001,United Kingdom,106.22,Social UK spending on credit and debit cards,number,NSA
2023-06-01,2023-06-01,day,K02000001,United Kingdom,106.96,Social UK spending on credit and debit cards,number,NSA
2023-06-02,2023-06-02,day,K02000001,United Kingdom,107.38,Social UK spending on credit and debit cards,number,NSA
2023-06-05,2023-06-05,day,K02000001,United Kingdom,99.81,Social UK spending on credit and debit cards,number,NSA
2023-06-06,2023-06-06,day,K02000001,United Kingdom,124.84,Social UK spending on credit and debit cards,number,NSA
2023-06-07,2023-06-07,day,K02000001,United Kingdom,104.92,Social UK spending on credit and debit cards,number,NSA
2023-06-08,2023-06-08,day,K02000001,United Kingdom,104.52,Social UK spending on credit and debit cards,number,NSA
2023-06-09,2023-06-09,day,K02000001,United Kingdom,103.93,Social UK spending on credit and debit cards,number,NSA
2023-06-12,2023-06-12,day,K02000001,United Kingdom,102.29,Social UK spending on credit and debit cards,number,NSA
2023-06-13,2023-06-13,day,K02000001,United Kingdom,102.82,Social UK spending on credit and debit cards,number,NSA
2023-06-14,2023-06-14,day,K02000001,United Kingdom,102.76,Social UK spending on credit and debit cards,number,NSA
2023-06-15,2023-06-15,day,K02000001,United Kingdom,102.56,Social UK spending on credit and debit cards,number,NSA
2023-06-16,2023-06-16,day,K02000001,United Kingdom,102.20,Social UK spending on credit and debit cards,number,NSA
2023-06-19,2023-06-19,day,K02000001,United Kingdom,102.84,Social UK spending on credit and debit cards,number,NSA
2023-06-20,2023-06-20,day,K02000001,United Kingdom,102.53,Social UK spending on credit and debit cards,number,NSA
2023-06-21,2023-06-21,day,K02000001,United Kingdom,102.60,Social UK spending on credit and debit cards,number,NSA
2023-06-22,2023-06-22,day,K02000001,United Kingdom,103.07,Social UK spending on credit and debit cards,number,NSA
2023-06-23,2023-06-23,day,K02000001,United Kingdom,103.13,Social UK spending on credit and debit cards,number,NSA
2023-06-26,2023-06-26,day,K02000001,United Kingdom,102.85,Social UK spending on credit and debit cards,number,NSA
2023-06-27,2023-06-27,day,K02000001,United Kingdom,105.35,Social UK spending on credit and debit cards,number,NSA
2023-06-28,2023-06-28,day,K02000001,United Kingdom,105.39,Social UK spending on credit and debit cards,number,NSA
2023-06-29,2023-06-29,day,K02000001,United Kingdom,106.39,Social UK spending on credit and debit cards,number,NSA
2023-06-30,2023-06-30,day,K02000001,United Kingdom,107.22,Social UK spending on credit and debit cards,number,NSA
2023-07-03,2023-07-03,day,K02000001,United Kingdom,111.46,Social UK spending on credit and debit cards,number,NSA
2023-07-04,2023-07-04,day,K02000001,United Kingdom,111.31,Social UK spending on credit and debit cards,number,NSA
2023-07-05,2023-07-05,day,K02000001,United Kingdom,112.09,Social UK spending on credit and debit cards,number,NSA
2023-07-06,2023-07-06,day,K02000001,United Kingdom,111.42,Social UK spending on credit and debit cards,number,NSA
2023-07-07,2023-07-07,day,K02000001,United Kingdom,110.31,Social UK spending on credit and debit cards,number,NSA
2023-07-10,2023-07-10,day,K02000001,United Kingdom,107.62,Social UK spending on credit and debit cards,number,NSA
2023-07-11,2023-07-11,day,K02000001,United Kingdom,106.40,Social UK spending on credit and debit cards,number,NSA
2023-07-12,2023-07-12,day,K02000001,United Kingdom,105.29,Social UK spending on credit and debit cards,number,NSA
2023-07-13,2023-07-13,day,K02000001,United Kingdom,104.45,Social UK spending on credit and debit cards,number,NSA
2023-07-14,2023-07-14,day,K02000001,United Kingdom,104.54,Social UK spending on credit and debit cards,number,NSA
2023-07-17,2023-07-17,day,K02000001,United Kingdom,103.69,Social UK spending on credit and debit cards,number,NSA
2023-07-18,2023-07-18,day,K02000001,United Kingdom,103.15,Social UK spending on credit and debit cards,number,NSA
2023-07-19,2023-07-19,day,K02000001,United Kingdom,102.73,Social UK spending on credit and debit cards,number,NSA
2023-07-20,2023-07-20,day,K02000001,United Kingdom,102.71,Social UK spending on credit and debit cards,number,NSA
2023-07-21,2023-07-21,day,K02000001,United Kingdom,102.56,Social UK spending on credit and debit cards,number,NSA
2023-07-24,2023-07-24,day,K02000001,United Kingdom,101.72,Social UK spending on credit and debit cards,number,NSA
2023-07-25,2023-07-25,day,K02000001,United Kingdom,101.51,Social UK spending on credit and debit cards,number,NSA
2023-07-26,2023-07-26,day,K02000001,United Kingdom,101.74,Social UK spending on credit and debit cards,number,NSA
2023-07-27,2023-07-27,day,K02000001,United Kingdom,101.66,Social UK spending on credit and debit cards,number,NSA
2023-07-28,2023-07-28,day,K02000001,United Kingdom,102.00,Social UK spending on credit and debit cards,number,NSA
2023-07-31,2023-07-31,day,K02000001,United Kingdom,101.65,Social UK spending on credit and debit cards,number,NSA
2023-08-01,2023-08-01,day,K02000001,United Kingdom,102.11,Social UK spending on credit and debit cards,number,NSA
2023-08-02,2023-08-02,day,K02000001,United Kingdom,102.46,Social UK spending on credit and debit cards,number,NSA
2023-08-03,2023-08-03,day,K02000001,United Kingdom,101.62,Social UK spending on credit and debit cards,number,NSA
2023-08-04,2023-08-04,day,K02000001,United Kingdom,101.78,Social UK spending on credit and debit cards,number,NSA
2023-08-07,2023-08-07,day,K02000001,United Kingdom,101.49,Social UK spending on credit and debit cards,number,NSA
2023-08-08,2023-08-08,day,K02000001,United Kingdom,100.32,Social UK spending on credit and debit cards,number,NSA
2023-08-09,2023-08-09,day,K02000001,United Kingdom,99.47,Social UK spending on credit and debit cards,number,NSA
2023-08-10,2023-08-10,day,K02000001,United Kingdom,99.83,Social UK spending on credit and debit cards,number,NSA
2023-08-11,2023-08-11,day,K02000001,United Kingdom,98.91,Social UK spending on credit and debit cards,number,NSA
2023-08-14,2023-08-14,day,K02000001,United Kingdom,98.97,Social UK spending on credit and debit cards,number,NSA
2023-08-15,2023-08-15,day,K02000001,United Kingdom,98.30,Social UK spending on credit and debit cards,number,NSA
2023-08-16,2023-08-16,day,K02000001,United Kingdom,98.25,Social UK spending on credit and debit cards,number,NSA
2023-08-17,2023-08-17,day,K02000001,United Kingdom,97.92,Social UK spending on credit and debit cards,number,NSA
2023-08-18,2023-08-18,day,K02000001,United Kingdom,98.18,Social UK spending on credit and debit cards,number,NSA
2023-08-21,2023-08-21,day,K02000001,United Kingdom,96.04,Social UK spending on credit and debit cards,number,NSA
2023-08-22,2023-08-22,day,K02000001,United Kingdom,95.52,Social UK spending on credit and debit cards,number,NSA
2023-08-23,2023-08-23,day,K02000001,United Kingdom,95.22,Social UK spending on credit and debit cards,number,NSA
2023-08-24,2023-08-24,day,K02000001,United Kingdom,94.97,Social UK spending on credit and debit cards,number,NSA
2023-08-25,2023-08-25,day,K02000001,United Kingdom,94.78,Social UK spending on credit and debit cards,number,NSA
2023-08-29,2023-08-29,day,K02000001,United Kingdom,78.88,Social UK spending on credit and debit cards,number,NSA
2023-08-30,2023-08-30,day,K02000001,United Kingdom,97.99,Social UK spending on credit and debit cards,number,NSA
2023-08-31,2023-08-31,day,K02000001,United Kingdom,98.31,Social UK spending on credit and debit cards,number,NSA
2023-09-01,2023-09-01,day,K02000001,United Kingdom,98.91,Social UK spending on credit and debit cards,number,NSA
2023-09-04,2023-09-04,day,K02000001,United Kingdom,92.16,Social UK spending on credit and debit cards,number,NSA
2023-09-05,2023-09-05,day,K02000001,United Kingdom,117.39,Social UK spending on credit and debit cards,number,NSA
